edge_id,relationship,source_prerequisite_id,source_lesson_node_id,source_lesson_id,source_lesson_title,source_module,source_assignment_date,source_path,prerequisite_text,target_lesson_node_id,target_lesson_id,target_lesson_title,target_module,target_assignment_date,target_path,temporal_relation,is_primary_match,confidence,match_basis,evidence,candidate_rank,candidate_score,propagated_from_exact_text,review_status,cycle_flag,cycle_component_id,cycle_member_count
P212-E0219,REQUIRES,P212-0444,212-M3-002,212-M3-002,Gravity at Altitude as a Fraction of Surface Gravity,M3,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-2.md,Writing and simplifying ratios,212-M3-014,212-M3-014,Scaling Surface Gravity With Mass and Radius,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-4.md,later,true,Medium,worked_move_equivalent,"The lesson forms a ratio of two surface-gravity equations, cancels shared factors, and simplifies the scale factor.",7,0.1782,false,semantically-reviewed,true,CYCLE-013,2
P212-E0220,REQUIRES,P212-0447,212-M3-003,212-M3-003,Finding a Geostationary Satellite's Altitude,M3,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-3.md,Circular-orbit period equation,212-M3-015,212-M3-015,Scaling Orbital Period with Orbital Radius,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-5.md,later,true,High,concept_equivalent,The lesson states the circular-orbit relation T squared equals C r cubed and practices solving period ratios.,1,0.4853,false,semantically-reviewed,false,,
P212-E0221,REQUIRES,P212-0456,212-M3-005,212-M3-005,Finding Orbital Distance From Orbital Period,M3,2026-07-16,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-1.md,Evaluate fractional exponents with a scientific calculator.,212-M3-004,212-M3-004,Finding Orbital Distance From Orbital Period,M3,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-4.md,earlier,true,High,worked_move_equivalent,A dedicated section evaluates a fractional exponent when computing orbital distance from period.,1,0.302,false,semantically-reviewed,false,,
P212-E0222,REQUIRES,P212-0463,212-M3-007,212-M3-007,Finding the Orbital Period of a Binary Star System,M3,2026-07-16,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-3.md,Converting between units of time,212-M1-043,212-M1-043,Converting Revolutions per Minute to Radians per Second,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-1.md,earlier,true,High,worked_move_equivalent,The lesson explicitly converts a rate denominator from minutes to seconds with a unit factor.,7,0.2062,false,semantically-reviewed,false,,
P212-E0223,REQUIRES,P212-0469,212-M3-009,212-M3-009,Finding the Speed in a Three-Mass Equilateral Orbit,M3,2026-07-16,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-5.md,Centripetal force: $F_c=mv^2/R$,212-M1-059,212-M1-059,Finding Centripetal Force From Radius and Period,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-3.md,earlier,true,High,title_exact,The lesson substitutes circular speed into the centripetal-force formula and practices the force calculation.,1,0.4467,false,semantically-reviewed,false,,
P212-E0224,REQUIRES,P212-0471,212-M3-009,212-M3-009,Finding the Speed in a Three-Mass Equilateral Orbit,M3,2026-07-16,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-5.md,Geometry of an equilateral triangle,212-M3-008,212-M3-008,Combining Equal Gravitational Forces in an Equilateral Triangle,M3,2026-07-16,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-4.md,same-date,true,High,worked_move_equivalent,The lesson uses equilateral-triangle angles and the angle bisector to add two equal forces.,1,0.4963,false,semantically-reviewed,false,,
P212-E0225,REQUIRES,P212-0473,212-M3-010,212-M3-010,Total Mechanical Energy of a Three-Body Orbit,M3,2026-07-16,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-6.md,Kinetic energy: $K=\frac12mv^2$,212-M2-039,212-M2-039,Speed of a Rolling Solid Cylinder From Energy,M2,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-3.md,earlier,true,High,concept_equivalent,The rolling-energy lesson writes and uses translational kinetic energy as one half m v squared.,5,0.3147,false,semantically-reviewed,false,,
P212-E0226,REQUIRES,P212-0474,212-M3-010,212-M3-010,Total Mechanical Energy of a Three-Body Orbit,M3,2026-07-16,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-6.md,Gravitational potential energy of one pair: $U_{\mathrm{pair}}=-Gm_1m_2/r$,212-M3-018,212-M3-018,Gravitational Potential Energy of a Three-Body System,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-8.md,later,true,High,concept_equivalent,The lesson introduces negative pair gravitational potential energy and applies it to every distinct pair.,1,0.4968,false,semantically-reviewed,false,,
P212-E0227,REQUIRES,P212-0477,212-M3-011,212-M3-011,Testing Statements About Gravity and Orbits,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-1.md,Substitute a surface distance into a formula.,212-M3-002,212-M3-002,Gravity at Altitude as a Fraction of Surface Gravity,M3,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-2.md,earlier,true,Medium,worked_move_equivalent,The lesson converts a surface-referenced altitude to center distance before substituting in gravity formulas.,1,0.3073,false,semantically-reviewed,false,,
P212-E0228,REQUIRES,P212-0479,212-M3-011,212-M3-011,Testing Statements About Gravity and Orbits,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-1.md,Distinguish a diameter from half of that diameter.,212-M1-002,212-M1-002,Tangential Speed From Angular Velocity,M1,2026-06-29,/Users/jake/Developer/study/vault/212/M1/2026-06-29-M1-3/Lessons/Problem-2.md,earlier,true,High,worked_move_equivalent,A dedicated radius-versus-diameter section divides a diameter by two before using the radius.,1,0.3346,false,semantically-reviewed,false,,
P212-E0229,REQUIRES,P212-0485,212-M3-013,212-M3-013,Net Gravitational Force from a Right-Triangle Arrangement,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-3.md,The Pythagorean theorem,212-M3-018,212-M3-018,Gravitational Potential Energy of a Three-Body System,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-8.md,same-date,true,High,worked_move_equivalent,A dedicated geometry section derives a diagonal separation with the Pythagorean theorem.,,,false,semantically-reviewed,false,,
P212-E0230,REQUIRES,P212-0487,212-M3-014,212-M3-014,Scaling Surface Gravity With Mass and Radius,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-4.md,Use the surface-gravity formula $g=GM/R^2$.,212-M3-002,212-M3-002,Gravity at Altitude as a Fraction of Surface Gravity,M3,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-2.md,earlier,true,High,concept_equivalent,The lesson states g equals GM over r squared and applies it at the surface and at altitude.,1,0.3897,false,semantically-reviewed,true,CYCLE-013,2
P212-E0231,REQUIRES,P212-0491,212-M3-015,212-M3-015,Scaling Orbital Period with Orbital Radius,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-5.md,Apply powers and simplify square roots.,212-M3-012,212-M3-012,Balancing Opposing Inverse-Square Forces,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-2.md,same-date,true,High,worked_move_equivalent,"The lesson takes a physical square root, simplifies radicals, and rationalizes a denominator.",1,0.3559,false,semantically-reviewed,false,,
P212-E0232,REQUIRES,P212-0492,212-M3-016,212-M3-016,Scaling Kinetic Energy in a Circular Orbit,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-6.md,Use $F=mv^2/r$ for centripetal force in uniform circular motion.,212-M1-059,212-M1-059,Finding Centripetal Force From Radius and Period,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-3.md,earlier,true,High,concept_equivalent,The lesson explicitly uses F equals m v squared over r to calculate centripetal force.,1,0.3458,false,semantically-reviewed,false,,
P212-E0233,REQUIRES,P212-0493,212-M3-016,212-M3-016,Scaling Kinetic Energy in a Circular Orbit,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-6.md,Use $F_g=GMm/r^2$ for gravitational force.,212-M3-008,212-M3-008,Combining Equal Gravitational Forces in an Equilateral Triangle,M3,2026-07-16,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-4.md,earlier,true,High,concept_equivalent,The lesson calculates each pairwise gravitational force with the inverse-square force law.,2,0.3012,false,semantically-reviewed,false,,
P212-E0234,REQUIRES,P212-0494,212-M3-016,212-M3-016,Scaling Kinetic Energy in a Circular Orbit,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-6.md,Simplify ratios and reciprocal scale factors.,212-M3-014,212-M3-014,Scaling Surface Gravity With Mass and Radius,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-4.md,same-date,true,High,worked_move_equivalent,The lesson builds a gravity ratio and simplifies reciprocal radius scale factors.,1,0.3669,false,semantically-reviewed,false,,
P212-E0235,REQUIRES,P212-0498,212-M3-018,212-M3-018,Gravitational Potential Energy of a Three-Body System,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-8.md,Recall that gravity is attractive and that gravitational potential energy is zero at infinite separation.,PATH:M3/2026-07-20-Q-2/Lessons/Problem-3.md,,Total Gravitational Potential Energy: Sum Every Pair Once,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Problem-3.md,later,true,High,concept_equivalent,The lesson explicitly ties negative pair energy to attractive gravity and the zero at infinite separation.,1,0.3349,false,semantically-reviewed,true,CYCLE-014,2
P212-E0236,REQUIRES,P212-0501,212-M3-019,212-M3-019,Comparing Angular Momentum at Equal Angular Speed,M3,2026-07-19,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-1.md,Recognize angular speed $\omega$ as the rate of rotation.,212-M1-033,212-M1-033,Convert Revolutions Per Second to Angular Frequency,M1,2026-06-24,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-1.md,earlier,true,High,concept_equivalent,The lesson defines angular frequency as angle swept per unit time and converts a rotation rate.,3,0.3589,false,semantically-reviewed,false,,
P212-E0237,REQUIRES,P212-0502,212-M3-019,212-M3-019,Comparing Angular Momentum at Equal Angular Speed,M3,2026-07-19,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-1.md,Identify the perpendicular distance $r$ from a piece of mass to the rotation axis.,212-M2-007,212-M2-007,Comparing Moment of Inertia From Mass Distribution,M2,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-1.md,earlier,true,High,concept_equivalent,The lesson defines each inertia radius as perpendicular distance from mass to the rotation axis.,2,0.346,false,semantically-reviewed,false,,
P212-E0238,REQUIRES,P212-0505,212-M3-020,212-M3-020,Comparing Translational and Rotational Kinetic Energy in Rolling,M3,2026-07-19,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-2.md,Rotational kinetic energy about the center of mass: $K_{\mathrm{rot}}=\frac12 I_{\mathrm{cm}}\omega^2$,212-M2-023,212-M2-023,Comparing Rotational Kinetic Energies About Parallel Axes,M2,2026-07-12,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-7.md,earlier,true,High,concept_equivalent,The lesson writes rotational kinetic energy as one half I omega squared and compares axes.,1,0.3813,false,semantically-reviewed,false,,
P212-E0239,REQUIRES,P212-0509,212-M3-021,212-M3-021,Comparing Descent Times with a Rotating Flywheel,M3,2026-07-19,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-3.md,Use $\tau=I\alpha$ and the no-slip relation $a=\alpha r$.,212-M2-015,212-M2-015,Finding a Spool's Angular Acceleration From Tension,M2,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-5.md,earlier,true,High,compound_split,This lesson teaches the rotational-dynamics half by applying net torque equals I alpha to a spool.,3,0.3251,false,semantically-reviewed,false,,
P212-E0240,REQUIRES,P212-0509,212-M3-021,212-M3-021,Comparing Descent Times with a Rotating Flywheel,M3,2026-07-19,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-3.md,Use $\tau=I\alpha$ and the no-slip relation $a=\alpha r$.,212-M3-028,212-M3-028,Connect Rolling Motion to Angular-Momentum Conservation,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-5-Rolling-and-Angular-Momentum.md,later,false,High,compound_split,This lesson teaches the no-slip half and derives center acceleration equals alpha times radius.,,,false,semantically-reviewed,false,,
P212-E0241,REQUIRES,P212-0511,212-M3-022,212-M3-022,Finding the Tipping Threshold With Torque Balance,M3,2026-07-19,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-4.md,Compute a torque magnitude with $\tau=r_\perp F$.,212-M2-011,212-M2-011,Comparing Torque Magnitudes From a Diagram,M2,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-1.md,earlier,true,High,concept_equivalent,The lesson defines torque as force times perpendicular lever arm and practices ranking magnitudes.,3,0.3927,false,semantically-reviewed,false,,
P212-E0242,REQUIRES,P212-0513,212-M3-022,212-M3-022,Finding the Tipping Threshold With Torque Balance,M3,2026-07-19,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-4.md,Distinguish clockwise from counterclockwise torque.,212-M2-014,212-M2-014,Finding the Direction of a Torque Vector,M2,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-4.md,earlier,true,High,title_exact,The lesson explicitly maps counterclockwise and clockwise rotation to opposite torque directions.,3,0.2398,false,semantically-reviewed,false,,
P212-E0243,REQUIRES,P212-0516,212-M3-023,212-M3-023,Four Stars Orbiting at the Corners of a Square,M3,2026-07-19,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-5.md,Uniform circular motion: $F_{\mathrm{net}}=mv^2/r$,212-M1-059,212-M1-059,Finding Centripetal Force From Radius and Period,M1,2026-07-03,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-3.md,earlier,true,High,concept_equivalent,The lesson directly applies net centripetal force as m v squared over r in uniform circular motion.,,,false,semantically-reviewed,false,,
P212-E0244,REQUIRES,P212-0517,212-M3-023,212-M3-023,Four Stars Orbiting at the Corners of a Square,M3,2026-07-19,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-5.md,Gravitational potential energy of a pair: $U_{ij}=-Gm_im_j/r_{ij}$,212-M3-018,212-M3-018,Gravitational Potential Energy of a Three-Body System,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-8.md,earlier,true,High,concept_equivalent,The lesson introduces the negative gravitational potential energy of a pair and uses each separation.,1,0.4681,false,semantically-reviewed,false,,
P212-E0245,REQUIRES,P212-0519,212-M3-024,212-M3-024,Locate a System's Center of Mass,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-1-Center-of-Mass-and-Density.md,Solve a linear equation.,212-M2-006,212-M2-006,Finding a Linear-Density Coefficient From Total Mass,M2,2026-07-07,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-6.md,earlier,true,Medium,worked_move_equivalent,A dedicated section isolates an unknown coefficient in a linear equation after integration.,2,0.3567,false,semantically-reviewed,false,,
P212-E0246,REQUIRES,P212-0520,212-M3-024,212-M3-024,Locate a System's Center of Mass,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-1-Center-of-Mass-and-Density.md,Evaluate basic polynomial integrals.,212-M1-032,212-M1-032,Angular Displacement Before Reversal,M1,2026-06-23,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/Problem-2.md,earlier,true,High,worked_move_equivalent,The lesson has a dedicated section evaluating a polynomial definite integral with the power rule.,1,0.4507,false,semantically-reviewed,false,,
P212-E0247,REQUIRES,P212-0522,212-M3-024,212-M3-024,Locate a System's Center of Mass,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-1-Center-of-Mass-and-Density.md,Compute a torque magnitude when a force is perpendicular to its lever arm.,212-M2-011,212-M2-011,Comparing Torque Magnitudes From a Diagram,M2,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-1.md,earlier,true,High,concept_equivalent,The lesson shows that a perpendicular force gives maximum torque with lever arm r.,1,0.397,false,semantically-reviewed,false,,
P212-E0248,REQUIRES,P212-0523,212-M3-025,212-M3-025,Build the Moment of Inertia About a Chosen Axis,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-2-Moment-of-Inertia.md,Compute a center of mass and write $dm$ from a density.,212-M2-020,212-M2-020,Center of Mass from a Linear Density,M2,2026-07-12,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-4.md,earlier,true,High,concept_equivalent,The lesson writes dm from linear density and uses it in a center-of-mass integral.,2,0.4466,false,semantically-reviewed,false,,
P212-E0249,REQUIRES,P212-0524,212-M3-025,212-M3-025,Build the Moment of Inertia About a Chosen Axis,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-2-Moment-of-Inertia.md,Evaluate polynomial integrals.,212-M1-032,212-M1-032,Angular Displacement Before Reversal,M1,2026-06-23,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/Problem-2.md,earlier,true,High,worked_move_equivalent,The lesson explicitly sets up and evaluates polynomial integrals using antiderivative power rules.,1,0.4507,false,semantically-reviewed,false,,
P212-E0250,REQUIRES,P212-0525,212-M3-025,212-M3-025,Build the Moment of Inertia About a Chosen Axis,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-2-Moment-of-Inertia.md,Identify the shortest perpendicular distance from a mass to a rotation axis.,212-M2-007,212-M2-007,Comparing Moment of Inertia From Mass Distribution,M2,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-1.md,earlier,true,High,concept_equivalent,The lesson measures inertia distance perpendicularly from each mass to the chosen axis.,1,0.3289,false,semantically-reviewed,false,,
P212-E0251,REQUIRES,P212-0526,212-M3-025,212-M3-025,Build the Moment of Inertia About a Chosen Axis,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-2-Moment-of-Inertia.md,Use $K_{\mathrm{rot}}=\frac12I\omega^2$.,212-M2-023,212-M2-023,Comparing Rotational Kinetic Energies About Parallel Axes,M2,2026-07-12,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-7.md,earlier,true,High,concept_equivalent,The lesson directly writes and applies rotational kinetic energy as one half I omega squared.,,,false,semantically-reviewed,false,,
P212-E0252,REQUIRES,P212-0527,212-M3-026,212-M3-026,Turn Applied Forces into Angular Acceleration,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-3-Torque-and-Rotational-Dynamics.md,Resolve a force into perpendicular components.,212-M3-013,212-M3-013,Net Gravitational Force from a Right-Triangle Arrangement,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-3.md,earlier,true,High,concept_equivalent,The lesson resolves a diagonal gravitational force into perpendicular x and y components.,1,0.4006,false,semantically-reviewed,false,,
P212-E0253,REQUIRES,P212-0528,212-M3-026,212-M3-026,Turn Applied Forces into Angular Acceleration,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-3-Torque-and-Rotational-Dynamics.md,Use the right-hand rule for a cross product.,212-M2-014,212-M2-014,Finding the Direction of a Torque Vector,M2,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-4.md,earlier,true,High,concept_equivalent,The lesson applies the right-hand rule to the cross product of position and force.,1,0.3163,false,semantically-reviewed,false,,
P212-E0254,REQUIRES,P212-0529,212-M3-026,212-M3-026,Turn Applied Forces into Angular Acceleration,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-3-Torque-and-Rotational-Dynamics.md,Calculate common moments of inertia about a stated axis.,212-M3-025,212-M3-025,Build the Moment of Inertia About a Chosen Axis,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-2-Moment-of-Inertia.md,same-date,true,High,concept_equivalent,The lesson calculates moments of inertia only after fixing the object-axis pair.,2,0.4054,false,semantically-reviewed,false,,
P212-E0255,REQUIRES,P212-0530,212-M3-026,212-M3-026,Turn Applied Forces into Angular Acceleration,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-3-Torque-and-Rotational-Dynamics.md,Distinguish a force from the torque that force produces.,212-M2-013,212-M2-013,Finding Torque from a Force at an Angle,M2,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-3.md,earlier,true,High,concept_equivalent,The lesson distinguishes an applied force from the torque made by its perpendicular component.,1,0.4313,false,semantically-reviewed,false,,
P212-E0256,REQUIRES,P212-0531,212-M3-027,212-M3-027,Solve Coupled Equilibrium and Massive-Pulley Systems,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-4-Equilibrium-and-Massive-Pulleys.md,Draw point and extended free-body diagrams.,212-M2-015,212-M2-015,Finding a Spool's Angular Acceleration From Tension,M2,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-5.md,earlier,true,High,worked_move_equivalent,A section explicitly contrasts an ordinary free-body diagram with an extended lever-arm diagram.,6,0.1897,false,semantically-reviewed,false,,
P212-E0257,REQUIRES,P212-0532,212-M3-027,212-M3-027,Solve Coupled Equilibrium and Massive-Pulley Systems,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-4-Equilibrium-and-Massive-Pulleys.md,Calculate signed torques about a chosen pivot.,212-M2-027,212-M2-027,Balancing a Plank With Opposing Torques,M2,2026-07-13,/Users/jake/Developer/study/vault/212/M2/2026-07-13-M2-4/Lessons/Problem-1.md,earlier,true,High,concept_equivalent,The lesson chooses a pivot and writes counterclockwise and clockwise torques with opposite signs.,1,0.31,false,semantically-reviewed,false,,
P212-E0258,REQUIRES,P212-0533,212-M3-027,212-M3-027,Solve Coupled Equilibrium and Massive-Pulley Systems,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-4-Equilibrium-and-Massive-Pulleys.md,Use $\sum\vec F=m\vec a$ and $\sum\tau=I\alpha$.,212-M2-030,212-M2-030,Finding Atwood-Machine Acceleration With a Massive Pulley,M2,2026-07-13,/Users/jake/Developer/study/vault/212/M2/2026-07-13-M2-4/Lessons/Problem-4.md,earlier,true,High,concept_equivalent,The massive-pulley lesson applies Newton force equations to both blocks and a net-torque equation to the pulley.,,,false,semantically-reviewed,false,,
P212-E0259,REQUIRES,P212-0534,212-M3-027,212-M3-027,Solve Coupled Equilibrium and Massive-Pulley Systems,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-4-Equilibrium-and-Massive-Pulleys.md,Use the no-slip relation $a=\alpha r$.,212-M3-028,212-M3-028,Connect Rolling Motion to Angular-Momentum Conservation,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-5-Rolling-and-Angular-Momentum.md,same-date,true,High,concept_equivalent,A dedicated no-slip section states and derives center acceleration equals alpha times radius.,3,0.2922,false,semantically-reviewed,false,,
P212-E0260,REQUIRES,P212-0535,212-M3-028,212-M3-028,Connect Rolling Motion to Angular-Momentum Conservation,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-5-Rolling-and-Angular-Momentum.md,"translational kinetic energy, $K_{\mathrm{trans}}=\frac12Mv^2$,",212-M3-020,212-M3-020,Comparing Translational and Rotational Kinetic Energy in Rolling,M3,2026-07-19,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-2.md,earlier,true,High,concept_equivalent,The lesson writes translational kinetic energy and expresses it in the common rolling speed.,1,0.4368,false,semantically-reviewed,false,,
P212-E0261,REQUIRES,P212-0536,212-M3-028,212-M3-028,Connect Rolling Motion to Angular-Momentum Conservation,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-5-Rolling-and-Angular-Momentum.md,"rotational kinetic energy, $K_{\mathrm{rot}}=\frac12I\omega^2$,",212-M3-020,212-M3-020,Comparing Translational and Rotational Kinetic Energy in Rolling,M3,2026-07-19,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-2.md,earlier,true,High,concept_equivalent,The lesson writes rotational kinetic energy and compares it with translational kinetic energy.,1,0.3996,false,semantically-reviewed,false,,
P212-E0262,REQUIRES,P212-0537,212-M3-028,212-M3-028,Connect Rolling Motion to Angular-Momentum Conservation,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-5-Rolling-and-Angular-Momentum.md,"gravitational potential energy, $U_g=Mgh$,",212-M2-040,212-M2-040,Total Kinetic Energy From a Loss of Height,M2,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-4.md,earlier,true,High,concept_equivalent,The lesson identifies the loss of gravitational potential energy as m g h.,5,0.2654,false,semantically-reviewed,false,,
P212-E0263,REQUIRES,P212-0538,212-M3-028,212-M3-028,Connect Rolling Motion to Angular-Momentum Conservation,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-5-Rolling-and-Angular-Momentum.md,"moment of inertia about a specified axis,",212-M3-025,212-M3-025,Build the Moment of Inertia About a Chosen Axis,M3,2026-07-20,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-2-Moment-of-Inertia.md,same-date,true,High,concept_equivalent,The lesson teaches that moment of inertia belongs to a specified object-axis pair.,2,0.4248,false,semantically-reviewed,false,,
