node_id,lesson_id,topic_code,module,assignment_folder,assignment_date,assignment_code,assignment_type,lesson_file,lesson_kind,problem_number,lesson_title,source_relative_path,source_path,headings,incoming_prerequisite_edge_count,dependent_lesson_count,outgoing_matched_prerequisite_count,prerequisite_hub,cycle_flag,cycle_component_id,cycle_member_count
212-M2-042,212-M2-042,MTH212.M2.42,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-6.md,Problem lesson,6,Balancing a Rod and Sphere About a Support,M2/2026-07-15-HW-4/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-6.md,Locate Each Weight | Measure Lever Arms From the Support | Balance the Opposing Torques | Solve and Verify the Balance Equation | Apply the Method to the Rod and Sphere,2,2,2,false,true,CYCLE-009,3
212-M2-043,212-M2-043,MTH212.M2.43,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-7.md,Problem lesson,7,Choosing the Rotation Axis After an Off-Center Collision,M2/2026-07-15-HW-4/Lessons/Problem-7.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-7.md,Use the Center of Mass of the Whole Object | Check Whether the Impact Produces Rotation | Locate the Combined Center of Mass | Apply the Test to the Rod and Ball | Keep Translation and Rotation Separate,0,0,2,false,false,,
212-M2-044,212-M2-044,MTH212.M2.44,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-8.md,Problem lesson,8,Conservation Tests for an Off-Center Sticking Collision,M2/2026-07-15-HW-4/Lessons/Problem-8.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-8.md,Choose the Complete System | Test Each Conservation Law Separately | Choose a Valid Origin for Angular Momentum | Apply the Tests to the Rod and Ball,1,1,1,false,false,,
212-M2-045,212-M2-045,MTH212.M2.45,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-9.md,Problem lesson,9,Moment of Inertia of a Rod–Ball Composite,M2/2026-07-15-HW-4/Lessons/Problem-9.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-9.md,Add the Component Inertias | Measure the Ball's Offset | Shift the Ball's Inertia | Assemble the Given System,1,1,3,false,true,CYCLE-009,3
212-M2-046,212-M2-046,MTH212.M2.46,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-10.md,Problem lesson,10,Finding a Two-Object Center of Mass in the Plane,M2/2026-07-15-HW-4/Lessons/Problem-10.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-10.md,Place Each Object's Center | Average Each Coordinate by Mass | Turn the Displacement Into a Distance | Separate Geometry From Collision Data,0,0,1,false,false,,
212-M2-047,212-M2-047,MTH212.M2.47,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-11.md,Problem lesson,11,Shifting Moment of Inertia to the Center-of-Mass Axis,M2/2026-07-15-HW-4/Lessons/Problem-11.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-11.md,Choose the Direction of the Axis Shift | Square the Center-of-Mass Displacement | Apply the Shift to the Rod-Ball System | Avoid the Mass and Sign Traps,1,1,2,false,true,CYCLE-008,2
212-M2-048,212-M2-048,MTH212.M2.48,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-12.md,Problem lesson,12,Angular Momentum About a Combined Center of Mass,M2/2026-07-15-HW-4/Lessons/Problem-12.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-12.md,Choose the Easier Instant | Locate the Combined Center of Mass | Measure Position From the New Origin | Use the Cross Product for Magnitude and Direction | Ignore Position Components Parallel to Momentum,1,1,2,false,false,,
212-M2-049,212-M2-049,MTH212.M2.49,M2,2026-07-15-HW-4,2026-07-15,HW-4,Homework,Problem-13.md,Problem lesson,13,Finding Angular Speed from Angular Momentum,M2/2026-07-15-HW-4/Lessons/Problem-13.md,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-13.md,Connect Angular Momentum and Angular Speed | Isolate Angular Speed | Check Units and Dependence | Apply the Rule to the Rod–Ball Collision,0,0,1,false,false,,
212-M3-001,212-M3-001,MTH212.M3.01,M3,2026-07-15-M3-1,2026-07-15,M3-1,Lecture,Problem-1.md,Problem lesson,1,Scaling Force With an Inverse-Square Law,M3/2026-07-15-M3-1/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-1.md,Recognize the Inverse-Square Dependence | Replace the Distance by a Scale Factor | Handle a Decrease in Distance | Apply the Rule to Gravitational Force,0,0,0,false,false,,
212-M3-002,212-M3-002,MTH212.M3.02,M3,2026-07-15-M3-1,2026-07-15,M3-1,Lecture,Problem-2.md,Problem lesson,2,Gravity at Altitude as a Fraction of Surface Gravity,M3/2026-07-15-M3-1/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-2.md,Convert Altitude to Distance From the Center | Build the Inverse-Square Ratio | Use a Radius Factor and Check the Result | Apply the Method to the Satellite,2,2,1,false,true,CYCLE-013,2
212-M3-003,212-M3-003,MTH212.M3.03,M3,2026-07-15-M3-1,2026-07-15,M3-1,Lecture,Problem-3.md,Problem lesson,3,Finding a Geostationary Satellite's Altitude,M3/2026-07-15-M3-1/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-3.md,Convert the Period to Seconds | Solve the Period Formula for Orbital Radius | Convert Orbital Radius to Altitude | Apply the Method to Problem 3,0,0,1,false,false,,
212-M3-004,212-M3-004,MTH212.M3.04,M3,2026-07-15-M3-1,2026-07-15,M3-1,Lecture,Problem-4.md,Problem lesson,4,Finding Orbital Distance From Orbital Period,M3/2026-07-15-M3-1/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-4.md,Recognize the Solar-Unit Form of Kepler's Law | Isolate the Orbital Distance | Evaluate the Fractional Exponent | Keep the Required Precision | Apply the Method,1,1,0,false,false,,
212-M3-005,212-M3-005,MTH212.M3.05,M3,2026-07-16-M3-2,2026-07-16,M3-2,Lecture,Problem-1.md,Problem lesson,1,Finding Orbital Distance From Orbital Period,M3/2026-07-16-M3-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-1.md,"Use the Normalized Form of Kepler's Third Law | Solve the Cubic Relationship for Distance | Evaluate the Fractional Power Correctly | Check Scale, Units, and Precision | Apply the Procedure to the Hypothetical Planet",0,0,1,false,false,,
212-M3-006,212-M3-006,MTH212.M3.06,M3,2026-07-16-M3-2,2026-07-16,M3-2,Lecture,Problem-2.md,Problem lesson,2,Finding a Two-Body Center of Mass as a Fraction of Separation,M3/2026-07-16-M3-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-2.md,Assign Coordinates From the Stated Origin | Form the Mass-Weighted Average | Use the Mass-Ratio Shortcut and Check the Location | Apply the Method to the Binary Star System,0,0,0,false,false,,
212-M3-007,212-M3-007,MTH212.M3.07,M3,2026-07-16-M3-2,2026-07-16,M3-2,Lecture,Problem-3.md,Problem lesson,3,Finding the Orbital Period of a Binary Star System,M3/2026-07-16-M3-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-3.md,Use the Total Mass | Evaluate the Formula From the Inside Out | Convert Seconds to Earth Years | Apply the Method to Problem 3,0,0,1,false,false,,
212-M3-008,212-M3-008,MTH212.M3.08,M3,2026-07-16-M3-2,2026-07-16,M3-2,Lecture,Problem-4.md,Problem lesson,4,Combining Equal Gravitational Forces in an Equilateral Triangle,M3/2026-07-16-M3-2/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-4.md,Calculate One Pairwise Gravitational Force | Use the Triangle Geometry to Set the Angle | Add the Two Equal Force Vectors | Convert to Yottanewtons and Round | Apply the Method,3,3,0,true,false,,
212-M3-009,212-M3-009,MTH212.M3.09,M3,2026-07-16-M3-2,2026-07-16,M3-2,Lecture,Problem-5.md,Problem lesson,5,Finding the Speed in a Three-Mass Equilateral Orbit,M3/2026-07-16-M3-2/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-5.md,Combine the Two Gravitational Forces | Use the Center-to-Corner Radius | Balance Gravity With Centripetal Force | Apply the Method to Problem 5,0,0,2,false,false,,
212-M3-010,212-M3-010,MTH212.M3.10,M3,2026-07-16-M3-2,2026-07-16,M3-2,Lecture,Problem-6.md,Problem lesson,6,Total Mechanical Energy of a Three-Body Orbit,M3/2026-07-16-M3-2/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-6.md,Count Bodies and Interaction Pairs | Build the Total Kinetic and Potential Energies | Use the Orbit Relation Before Adding | Evaluate and Convert to the Requested Energy Scale,1,1,2,false,false,,
212-M3-011,212-M3-011,MTH212.M3.11,M3,2026-07-17-HW-5,2026-07-17,HW-5,Homework,Problem-1.md,Problem lesson,1,Testing Statements About Gravity and Orbits,M3/2026-07-17-HW-5/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-1.md,Check a Formula Against Its Conditions | Read the Sign of Gravitational Potential Energy | Test Definitions Word by Word | Translate Proportionality Into an Equation | Final Statement Check,0,0,2,false,false,,
212-M3-012,212-M3-012,MTH212.M3.12,M3,2026-07-17-HW-5,2026-07-17,HW-5,Homework,Problem-2.md,Problem lesson,2,Balancing Opposing Inverse-Square Forces,M3/2026-07-17-HW-5/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-2.md,Write the Two Distances | Equate the Force Magnitudes | Take the Physical Square Root | Simplify and Check the Position,8,6,0,true,false,,
212-M3-013,212-M3-013,MTH212.M3.13,M3,2026-07-17-HW-5,2026-07-17,HW-5,Homework,Problem-3.md,Problem lesson,3,Net Gravitational Force from a Right-Triangle Arrangement,M3/2026-07-17-HW-5/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-3.md,Point Each Force Toward Its Source | Resolve a Diagonal Gravitational Force | Add Matching Components | Find the Net-Force Magnitude,2,2,1,false,false,,
212-M3-014,212-M3-014,MTH212.M3.14,M3,2026-07-17-HW-5,2026-07-17,HW-5,Homework,Problem-4.md,Problem lesson,4,Scaling Surface Gravity With Mass and Radius,M3/2026-07-17-HW-5/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-4.md,Build the Gravity Ratio | Apply the Mass Scale Factor | Square the Radius Scale Factor | Combine Both Scale Factors,2,2,1,false,true,CYCLE-013,2
212-M3-015,212-M3-015,MTH212.M3.15,M3,2026-07-17-HW-5,2026-07-17,HW-5,Homework,Problem-5.md,Problem lesson,5,Scaling Orbital Period with Orbital Radius,M3/2026-07-17-HW-5/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-5.md,Compare Two Circular Orbits | Simplify the Radius Scale Factor | Move to a Smaller Orbit | Avoid Linear and Cubic Scaling Traps,1,1,1,false,false,,
212-M3-016,212-M3-016,MTH212.M3.16,M3,2026-07-17-HW-5,2026-07-17,HW-5,Homework,Problem-6.md,Problem lesson,6,Scaling Kinetic Energy in a Circular Orbit,M3/2026-07-17-HW-5/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-6.md,Build the Circular-Orbit Energy Formula | Compare Two Orbits With a Ratio | Read Any Radius Scale Factor | Avoid the Inverse-Square Trap | Apply the Rule to the Given Orbit,0,0,3,false,false,,
212-M3-017,212-M3-017,MTH212.M3.17,M3,2026-07-17-HW-5,2026-07-17,HW-5,Homework,Problem-7.md,Problem lesson,7,Comparing Orbital Speeds at the Apsides,M3/2026-07-17-HW-5/Lessons/Problem-7.md,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-7.md,Turn Equal Areas Into a Product | Identify the Faster Apsis | Find the Speed Factor | Avoid the Inverse-Square Trap,0,0,0,false,false,,
212-M3-018,212-M3-018,MTH212.M3.18,M3,2026-07-17-HW-5,2026-07-17,HW-5,Homework,Problem-8.md,Problem lesson,8,Gravitational Potential Energy of a Three-Body System,M3/2026-07-17-HW-5/Lessons/Problem-8.md,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-8.md,Use the pair-energy rule | Count every pair exactly once | Find a separation from the geometry | Assemble the three-body energy,4,4,1,true,true,CYCLE-014,2
212-M3-019,212-M3-019,MTH212.M3.19,M3,2026-07-19-PQ-2,2026-07-19,PQ-2,Practice Quiz,Problem-1.md,Problem lesson,1,Comparing Angular Momentum at Equal Angular Speed,M3/2026-07-19-PQ-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-1.md,Cancel the Shared Angular Speed | Use Distance From the Axis | Read a Posture Diagram | Avoid the Equal-Mass Trap,0,0,2,false,false,,
212-M3-020,212-M3-020,MTH212.M3.20,M3,2026-07-19-PQ-2,2026-07-19,PQ-2,Practice Quiz,Problem-2.md,Problem lesson,2,Comparing Translational and Rotational Kinetic Energy in Rolling,M3/2026-07-19-PQ-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-2.md,Put Both Energies in Terms of Speed | Apply the Comparison to a Uniform Hoop | Use the Inertia Factor to Compare Other Shapes | Avoid the Total-Energy Trap,6,4,1,true,false,,
212-M3-021,212-M3-021,MTH212.M3.21,M3,2026-07-19-PQ-2,2026-07-19,PQ-2,Practice Quiz,Problem-3.md,Problem lesson,3,Comparing Descent Times with a Rotating Flywheel,M3/2026-07-19-PQ-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-3.md,Treat Rotation as Added Inertia | Turn Acceleration into a Time Comparison | Avoid the Equal-Weight Trap | Apply the Chain to the Two Flywheels,0,0,2,false,false,,
212-M3-022,212-M3-022,MTH212.M3.22,M3,2026-07-19-PQ-2,2026-07-19,PQ-2,Practice Quiz,Problem-4.md,Problem lesson,4,Finding the Tipping Threshold With Torque Balance,M3/2026-07-19-PQ-2/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-4.md,Recognize the Tipping Pivot | Draw the Forces and Measure Lever Arms | Balance Torques at the Threshold | Decide Whether a Placement Is Stable,0,0,2,false,false,,
212-M3-023,212-M3-023,MTH212.M3.23,M3,2026-07-19-PQ-2,2026-07-19,PQ-2,Practice Quiz,Problem-5.md,Problem lesson,5,Four Stars Orbiting at the Corners of a Square,M3/2026-07-19-PQ-2/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M3/2026-07-19-PQ-2/Lessons/Problem-5.md,Build the Square-Geometry Ledger | Combine the Forces Toward the Center | Use the Net Force for Circular Motion | Count Pairs for Potential Energy,0,0,2,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/Examples.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,Examples.md,Example index,,Module 2 Lecture Examples,M3/2026-07-20-Q-2/Lessons/Examples/Examples.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/Examples.md,"M2-1 — Center of Mass, Torque Balance, and Mass Density | M2-2 — Center of Mass and Moment of Inertia | M2-3 — Torque and Rotational Dynamics | M2-4 — Static Equilibrium and Massive Pulleys | M2-5 — Rolling Motion and Angular Momentum",0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-1-01-Two-Point-Masses.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-1-01-Two-Point-Masses.md,Supplemental lesson,,Two Point Masses: Center of Mass and Torque Balance,M3/2026-07-20-Q-2/Lessons/Examples/M2-1-01-Two-Point-Masses.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-1-01-Two-Point-Masses.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-1-02-Identical-Block-Groups.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-1-02-Identical-Block-Groups.md,Supplemental lesson,,Arrangement of Identical Blocks,M3/2026-07-20-Q-2/Lessons/Examples/M2-1-02-Identical-Block-Groups.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-1-02-Identical-Block-Groups.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-1-03-Two-Attached-Cubes.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-1-03-Two-Attached-Cubes.md,Supplemental lesson,,Two Attached Cubes: Composite Center of Mass,M3/2026-07-20-Q-2/Lessons/Examples/M2-1-03-Two-Attached-Cubes.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-1-03-Two-Attached-Cubes.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-1-04-Variable-Linear-Density.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-1-04-Variable-Linear-Density.md,Supplemental lesson,,Rod with Position-Dependent Linear Density,M3/2026-07-20-Q-2/Lessons/Examples/M2-1-04-Variable-Linear-Density.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-1-04-Variable-Linear-Density.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-2-01-Variable-Density-Rod-Center-of-Mass.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-2-01-Variable-Density-Rod-Center-of-Mass.md,Supplemental lesson,,Variable-Density Rod: Center of Mass,M3/2026-07-20-Q-2/Lessons/Examples/M2-2-01-Variable-Density-Rod-Center-of-Mass.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-2-01-Variable-Density-Rod-Center-of-Mass.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-2-02-Uniform-Rod-About-Center.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-2-02-Uniform-Rod-About-Center.md,Supplemental lesson,,Uniform Thin Rod Rotating About Its Center,M3/2026-07-20-Q-2/Lessons/Examples/M2-2-02-Uniform-Rod-About-Center.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-2-02-Uniform-Rod-About-Center.md,1. The Problem | 2. The Equations | 3. The Walkthrough,1,1,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-2-03-Uniform-Rod-About-End.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-2-03-Uniform-Rod-About-End.md,Supplemental lesson,,Uniform Thin Rod Rotating About One End,M3/2026-07-20-Q-2/Lessons/Examples/M2-2-03-Uniform-Rod-About-End.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-2-03-Uniform-Rod-About-End.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-2-04-Parallel-Axis-Theorem-Rod-End.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-2-04-Parallel-Axis-Theorem-Rod-End.md,Supplemental lesson,,Parallel-Axis Theorem Applied to a Rod,M3/2026-07-20-Q-2/Lessons/Examples/M2-2-04-Parallel-Axis-Theorem-Rod-End.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-2-04-Parallel-Axis-Theorem-Rod-End.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-2-05-Variable-Density-Rod-Moment-of-Inertia.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-2-05-Variable-Density-Rod-Moment-of-Inertia.md,Supplemental lesson,,Variable-Density Rod: Moment of Inertia,M3/2026-07-20-Q-2/Lessons/Examples/M2-2-05-Variable-Density-Rod-Moment-of-Inertia.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-2-05-Variable-Density-Rod-Moment-of-Inertia.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-2-06-Rod-Axis-One-Third-From-End.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-2-06-Rod-Axis-One-Third-From-End.md,Supplemental lesson,,Uniform Rod Rotating One-Third of the Way from an End,M3/2026-07-20-Q-2/Lessons/Examples/M2-2-06-Rod-Axis-One-Third-From-End.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-2-06-Rod-Axis-One-Third-From-End.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-2-07-Composite-Rod-and-Point-Mass.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-2-07-Composite-Rod-and-Point-Mass.md,Supplemental lesson,,Composite Object: Rod and Point Mass,M3/2026-07-20-Q-2/Lessons/Examples/M2-2-07-Composite-Rod-and-Point-Mass.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-2-07-Composite-Rod-and-Point-Mass.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-3-01-Door-Torque-Concept.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-3-01-Door-Torque-Concept.md,Supplemental lesson,,Door Concept Question: Comparing Torques,M3/2026-07-20-Q-2/Lessons/Examples/M2-3-01-Door-Torque-Concept.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-3-01-Door-Torque-Concept.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-3-02-Wrench-Torque.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-3-02-Wrench-Torque.md,Supplemental lesson,,Wrench Example: Torque Magnitude and Direction,M3/2026-07-20-Q-2/Lessons/Examples/M2-3-02-Wrench-Torque.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-3-02-Wrench-Torque.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-3-03-Spool-Pulled-by-Cord.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-3-03-Spool-Pulled-by-Cord.md,Supplemental lesson,,Spool Pulled by a Cord,M3/2026-07-20-Q-2/Lessons/Examples/M2-3-03-Spool-Pulled-by-Cord.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-3-03-Spool-Pulled-by-Cord.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-3-04-Rigidly-Attached-Cylinders.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-3-04-Rigidly-Attached-Cylinders.md,Supplemental lesson,,Two Rigidly Attached Solid Cylinders,M3/2026-07-20-Q-2/Lessons/Examples/M2-3-04-Rigidly-Attached-Cylinders.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-3-04-Rigidly-Attached-Cylinders.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-4-01-Plank-Tipping.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-4-01-Plank-Tipping.md,Supplemental lesson,,Plank Just Beginning to Tip,M3/2026-07-20-Q-2/Lessons/Examples/M2-4-01-Plank-Tipping.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-4-01-Plank-Tipping.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-4-02-Ladder-Friction.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-4-02-Ladder-Friction.md,Supplemental lesson,,Ladder Against a Frictionless Wall,M3/2026-07-20-Q-2/Lessons/Examples/M2-4-02-Ladder-Friction.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-4-02-Ladder-Friction.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-4-03-Massive-Pulley-Atwood-Machine.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-4-03-Massive-Pulley-Atwood-Machine.md,Supplemental lesson,,Atwood Machine with a Massive Pulley,M3/2026-07-20-Q-2/Lessons/Examples/M2-4-03-Massive-Pulley-Atwood-Machine.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-4-03-Massive-Pulley-Atwood-Machine.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-5-01-Hollow-Sphere-Rolling.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-5-01-Hollow-Sphere-Rolling.md,Supplemental lesson,,Hollow Sphere Rolling Down a Ramp,M3/2026-07-20-Q-2/Lessons/Examples/M2-5-01-Hollow-Sphere-Rolling.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-5-01-Hollow-Sphere-Rolling.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-5-02-Rain-in-Rotating-Cups.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-5-02-Rain-in-Rotating-Cups.md,Supplemental lesson,,Rain Falling into Rotating Cups,M3/2026-07-20-Q-2/Lessons/Examples/M2-5-02-Rain-in-Rotating-Cups.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-5-02-Rain-in-Rotating-Cups.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
